FIGURE,SETTING,INDICATOR,GROUP,SUBGROUP,TIME,START_TIME,END_TIME,VALUE,MEASURE
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,23,11/01/2021,11/30/2021,40.25974025974026,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,23,11/01/2021,11/30/2021,52.27272727272727,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,24,12/01/2021,12/31/2021,20.25948103792415,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,24,12/01/2021,12/31/2021,26.023391812865498,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,24,12/01/2021,12/31/2021,37.72893772893773,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,24,12/01/2021,12/31/2021,33.33333333333333,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,24,12/01/2021,12/31/2021,51.66666666666667,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,25,01/01/2022,01/31/2022,23.396424815983174,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,25,01/01/2022,01/31/2022,34.79623824451411,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,25,01/01/2022,01/31/2022,38.23529411764706,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,25,01/01/2022,01/31/2022,40,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,25,01/01/2022,01/31/2022,55.223880597014926,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,26,02/01/2022,02/28/2022,24.923234390992835,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,26,02/01/2022,02/28/2022,37.26027397260274,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,26,02/01/2022,02/28/2022,37.76223776223776,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,26,02/01/2022,02/28/2022,40.60606060606061,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,26,02/01/2022,02/28/2022,57.3170731707317,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,27,03/01/2022,03/31/2022,21.39234670355002,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,27,03/01/2022,03/31/2022,33.513513513513516,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,27,03/01/2022,03/31/2022,32.25806451612903,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,27,03/01/2022,03/31/2022,38.94230769230769,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,27,03/01/2022,03/31/2022,48.717948717948715,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,28,04/01/2022,04/30/2022,22.845030617051343,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,28,04/01/2022,04/30/2022,35.01400560224089,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,28,04/01/2022,04/30/2022,32.98969072164948,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,28,04/01/2022,04/30/2022,38.50267379679144,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,28,04/01/2022,04/30/2022,47.82608695652174,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,29,05/01/2022,05/31/2022,23.42260553790286,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,29,05/01/2022,05/31/2022,36.68341708542713,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,29,05/01/2022,05/31/2022,42.22222222222222,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,29,05/01/2022,05/31/2022,39.285714285714285,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,29,05/01/2022,05/31/2022,58.536585365853654,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,30,06/01/2022,06/30/2022,22.13565536205316,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,30,06/01/2022,06/30/2022,32.73657289002558,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,30,06/01/2022,06/30/2022,33.87096774193548,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,30,06/01/2022,06/30/2022,36.72316384180791,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,30,06/01/2022,06/30/2022,55.00000000000001,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,31,07/01/2022,07/31/2022,21.962616822429908,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,31,07/01/2022,07/31/2022,32.35294117647059,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,31,07/01/2022,07/31/2022,40.849673202614376,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,31,07/01/2022,07/31/2022,37.74834437086093,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,31,07/01/2022,07/31/2022,55.42168674698795,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,32,08/01/2022,08/31/2022,22.060826146164324,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,32,08/01/2022,08/31/2022,32.212885154061624,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,32,08/01/2022,08/31/2022,35.51401869158878,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,32,08/01/2022,08/31/2022,38.18181818181819,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,32,08/01/2022,08/31/2022,56.94444444444444,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,33,09/01/2022,09/30/2022,23.30188679245283,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,33,09/01/2022,09/30/2022,35.27777777777778,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,33,09/01/2022,09/30/2022,40.56603773584906,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,33,09/01/2022,09/30/2022,37.93103448275862,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,33,09/01/2022,09/30/2022,53.52112676056338,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,34,10/01/2022,10/31/2022,20.567056705670566,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,34,10/01/2022,10/31/2022,28.13299232736573,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,34,10/01/2022,10/31/2022,36.03603603603604,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,34,10/01/2022,10/31/2022,36.87150837988827,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,34,10/01/2022,10/31/2022,46.3768115942029,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,35,11/01/2022,11/30/2022,22.40484429065744,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,35,11/01/2022,11/30/2022,36.04938271604938,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,35,11/01/2022,11/30/2022,40.66852367688023,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,35,11/01/2022,11/30/2022,42.07650273224044,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,35,11/01/2022,11/30/2022,53.03030303030303,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,36,12/01/2022,12/31/2022,22.44165170556553,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,36,12/01/2022,12/31/2022,34.4578313253012,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,36,12/01/2022,12/31/2022,33.60433604336043,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,36,12/01/2022,12/31/2022,37.2972972972973,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,36,12/01/2022,12/31/2022,44.31818181818182,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,37,01/01/2023,01/31/2023,24.08726625111309,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,37,01/01/2023,01/31/2023,35.172413793103445,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,37,01/01/2023,01/31/2023,36.52173913043478,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,37,01/01/2023,01/31/2023,39.1812865497076,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,37,01/01/2023,01/31/2023,47.14285714285714,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,38,02/01/2023,02/28/2023,24.20443587270974,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,38,02/01/2023,02/28/2023,38.51851851851852,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,38,02/01/2023,02/28/2023,40.229885057471265,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,38,02/01/2023,02/28/2023,38.21656050955414,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,38,02/01/2023,02/28/2023,49.29577464788733,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,39,03/01/2023,03/31/2023,24.46106467223933,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,39,03/01/2023,03/31/2023,36.11738148984199,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,39,03/01/2023,03/31/2023,41.77545691906005,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,39,03/01/2023,03/31/2023,43.36734693877551,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,39,03/01/2023,03/31/2023,50,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,40,04/01/2023,04/30/2023,24.104234527687296,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,40,04/01/2023,04/30/2023,36.45569620253165,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,40,04/01/2023,04/30/2023,40.298507462686565,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,40,04/01/2023,04/30/2023,38.19095477386934,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,40,04/01/2023,04/30/2023,61.36363636363637,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,41,05/01/2023,05/27/2023,24.428399518652228,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,41,05/01/2023,05/27/2023,31.901840490797547,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,41,05/01/2023,05/27/2023,39.285714285714285,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,41,05/01/2023,05/27/2023,43.333333333333336,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,41,05/01/2023,05/27/2023,42.5,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,1,01/01/2020,01/31/2020,9.420419881571865,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,1,01/01/2020,01/31/2020,15.875912408759124,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,1,01/01/2020,01/31/2020,27.314814814814813,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,1,01/01/2020,01/31/2020,22.641509433962266,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,1,01/01/2020,01/31/2020,32.87671232876712,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,2,02/01/2020,02/29/2020,9.657320872274143,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,2,02/01/2020,02/29/2020,21.663442940038685,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,2,02/01/2020,02/29/2020,25,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,2,02/01/2020,02/29/2020,24.137931034482758,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,2,02/01/2020,02/29/2020,53.333333333333336,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,3,03/01/2020,03/31/2020,8.806753365274925,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,3,03/01/2020,03/31/2020,17.40976645435244,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,3,03/01/2020,03/31/2020,18.229166666666664,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,3,03/01/2020,03/31/2020,20.652173913043477,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,3,03/01/2020,03/31/2020,34.42622950819672,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,4,04/01/2020,04/30/2020,8.268330733229329,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,4,04/01/2020,04/30/2020,12.874251497005988,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,4,04/01/2020,04/30/2020,25.78125,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,4,04/01/2020,04/30/2020,28.78787878787879,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,4,04/01/2020,04/30/2020,32.608695652173914,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,5,05/01/2020,05/31/2020,8.641975308641975,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,5,05/01/2020,05/31/2020,16.49484536082474,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,5,05/01/2020,05/31/2020,18.64406779661017,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,5,05/01/2020,05/31/2020,24.615384615384617,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,5,05/01/2020,05/31/2020,40.98360655737705,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,6,06/01/2020,06/30/2020,8.92226148409894,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,6,06/01/2020,06/30/2020,15.317286652078774,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,6,06/01/2020,06/30/2020,21.62162162162162,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,6,06/01/2020,06/30/2020,32.22222222222222,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,6,06/01/2020,06/30/2020,42.62295081967213,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,7,07/01/2020,07/31/2020,10.369223966393987,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,7,07/01/2020,07/31/2020,17.270788912579956,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,7,07/01/2020,07/31/2020,30,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,7,07/01/2020,07/31/2020,33.69565217391305,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,7,07/01/2020,07/31/2020,41.77215189873418,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,8,08/01/2020,08/31/2020,10.105808680630533,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,8,08/01/2020,08/31/2020,17.35159817351598,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,8,08/01/2020,08/31/2020,29.37853107344633,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,8,08/01/2020,08/31/2020,23.58490566037736,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,8,08/01/2020,08/31/2020,39.130434782608695,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,9,09/01/2020,09/30/2020,9.659335920655456,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,9,09/01/2020,09/30/2020,19.715447154471544,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,9,09/01/2020,09/30/2020,22.727272727272727,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,9,09/01/2020,09/30/2020,30.681818181818183,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,9,09/01/2020,09/30/2020,43.75,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,10,10/01/2020,10/31/2020,9.319219593192196,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,10,10/01/2020,10/31/2020,21.149897330595483,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,10,10/01/2020,10/31/2020,25.43352601156069,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,10,10/01/2020,10/31/2020,25.773195876288657,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,10,10/01/2020,10/31/2020,44.11764705882353,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,11,11/01/2020,11/30/2020,8.774978279756732,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,11,11/01/2020,11/30/2020,16.511627906976745,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,11,11/01/2020,11/30/2020,29.53020134228188,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,11,11/01/2020,11/30/2020,20.28985507246377,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,11,11/01/2020,11/30/2020,40.98360655737705,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,12,12/01/2020,12/31/2020,8.800507721599322,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,12,12/01/2020,12/31/2020,19.483568075117372,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,12,12/01/2020,12/31/2020,22.36024844720497,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,12,12/01/2020,12/31/2020,26.96629213483146,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,12,12/01/2020,12/31/2020,41.53846153846154,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,13,01/01/2021,01/31/2021,8.326105810928015,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,13,01/01/2021,01/31/2021,19.953596287703014,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,13,01/01/2021,01/31/2021,21.11801242236025,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,13,01/01/2021,01/31/2021,22.35294117647059,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,13,01/01/2021,01/31/2021,36.36363636363637,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,14,02/01/2021,02/28/2021,8.725445408862495,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,14,02/01/2021,02/28/2021,19.53727506426735,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,14,02/01/2021,02/28/2021,23.125,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,14,02/01/2021,02/28/2021,23.655913978494624,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,14,02/01/2021,02/28/2021,26.785714285714285,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,15,03/01/2021,03/31/2021,9.15968104682069,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,15,03/01/2021,03/31/2021,20.993227990970656,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,15,03/01/2021,03/31/2021,27.011494252873565,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,15,03/01/2021,03/31/2021,20,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,15,03/01/2021,03/31/2021,40,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,16,04/01/2021,04/30/2021,9.090909090909092,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,16,04/01/2021,04/30/2021,18.36228287841191,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,16,04/01/2021,04/30/2021,25.568181818181817,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,16,04/01/2021,04/30/2021,29.268292682926827,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,16,04/01/2021,04/30/2021,27.659574468085108,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,17,05/01/2021,05/31/2021,8.89172516485854,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,17,05/01/2021,05/31/2021,17.70573566084788,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,17,05/01/2021,05/31/2021,20.526315789473685,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,17,05/01/2021,05/31/2021,17.142857142857142,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,17,05/01/2021,05/31/2021,35.9375,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,18,06/01/2021,06/30/2021,9.008281155322157,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,18,06/01/2021,06/30/2021,18.619246861924683,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,18,06/01/2021,06/30/2021,23.91304347826087,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,18,06/01/2021,06/30/2021,28.26086956521739,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,18,06/01/2021,06/30/2021,40,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,19,07/01/2021,07/31/2021,9.179444674678823,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,19,07/01/2021,07/31/2021,17.21698113207547,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,19,07/01/2021,07/31/2021,25.624999999999996,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,19,07/01/2021,07/31/2021,16.27906976744186,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,19,07/01/2021,07/31/2021,44.26229508196721,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,20,08/01/2021,08/31/2021,9.290210549164316,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,20,08/01/2021,08/31/2021,20.74468085106383,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,20,08/01/2021,08/31/2021,18.5,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,20,08/01/2021,08/31/2021,19.480519480519483,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,20,08/01/2021,08/31/2021,25,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,21,09/01/2021,09/30/2021,8.763111888111888,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,21,09/01/2021,09/30/2021,20.34313725490196,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,21,09/01/2021,09/30/2021,25,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,21,09/01/2021,09/30/2021,23.655913978494624,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,21,09/01/2021,09/30/2021,42.62295081967213,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,22,10/01/2021,10/31/2021,8.92896904920953,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,22,10/01/2021,10/31/2021,18.227848101265824,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,22,10/01/2021,10/31/2021,23.369565217391305,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,22,10/01/2021,10/31/2021,24.46808510638298,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,22,10/01/2021,10/31/2021,34.090909090909086,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,23,11/01/2021,11/30/2021,8.674592690444738,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,23,11/01/2021,11/30/2021,18.78306878306878,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,23,11/01/2021,11/30/2021,23.214285714285715,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,23,11/01/2021,11/30/2021,28.08988764044944,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,23,11/01/2021,11/30/2021,38,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,24,12/01/2021,12/31/2021,8.8011088011088,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,24,12/01/2021,12/31/2021,18.956043956043956,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,24,12/01/2021,12/31/2021,20.224719101123593,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,24,12/01/2021,12/31/2021,28.57142857142857,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,24,12/01/2021,12/31/2021,32.30769230769231,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,25,01/01/2022,01/31/2022,8.373552123552123,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,25,01/01/2022,01/31/2022,14.824120603015075,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,25,01/01/2022,01/31/2022,23.31288343558282,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,25,01/01/2022,01/31/2022,21.686746987951807,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,25,01/01/2022,01/31/2022,46,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,26,02/01/2022,02/28/2022,9.481668773704172,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,26,02/01/2022,02/28/2022,20.34313725490196,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,26,02/01/2022,02/28/2022,24.022346368715084,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,26,02/01/2022,02/28/2022,23.75,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,26,02/01/2022,02/28/2022,51.06382978723404,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,27,03/01/2022,03/31/2022,9.417989417989418,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,27,03/01/2022,03/31/2022,16.19718309859155,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,27,03/01/2022,03/31/2022,28.888888888888886,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,27,03/01/2022,03/31/2022,32.18390804597701,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,27,03/01/2022,03/31/2022,46.57534246575342,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,28,04/01/2022,04/30/2022,9.739019732654361,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,28,04/01/2022,04/30/2022,19.612590799031477,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,28,04/01/2022,04/30/2022,30.76923076923077,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,28,04/01/2022,04/30/2022,20.408163265306122,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,28,04/01/2022,04/30/2022,44.44444444444444,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,29,05/01/2022,05/31/2022,9.616169865251123,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,29,05/01/2022,05/31/2022,19.767441860465116,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,29,05/01/2022,05/31/2022,33.83838383838384,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,29,05/01/2022,05/31/2022,22.105263157894736,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,29,05/01/2022,05/31/2022,53.57142857142857,Percent
3,IP,All Drugs and co-occurring disorders,Age,55+ Years,30,06/01/2022,06/30/2022,10.024855012427507,Percent
3,IP,All Opioids and co-occurring disorders,Age,55+ Years,30,06/01/2022,06/30/2022,17.44421906693712,Percent
3,IP,Stimulants and co-occurring disorders,Age,55+ Years,30,06/01/2022,06/30/2022,21.98952879581152,Percent
3,IP,Cannabis and co-occurring disorders,Age,55+ Years,30,06/01/2022,06/30/2022,29.230769230769234,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,55+ Years,30,06/01/2022,06/30/2022,41.7910447761194,Percent
